,79,196,214,231,274,297,389,399,519,521,523,555,643,712,746,768,789,793,810,820,926,951,952,1000,1027,1068,1192,1225,1277,1392,1458,1542,1586,1628,1669,1672,1834,1885,1939,1977,2101,2113,2117,2140,2196,2245,2299,2374,2419,2464,2496,2558,2593,2634,2642,2680,2686,2732,2875,2880,2903,3041,3165,3195,3239,3254,3286,3304,3329,3337,3340,3473,3589,3659,3683,3744,3749,3752,3822,3856,3874,3906,3922,3944,3948,3964,3968,4070,4092,4103,4129,4136,4176,4292,4332,4337,4376,4380,4405,4429,4476,4542,4638,4642,4705,4737,4745,4756,4817,4831,4860,4993,4996,5066,5074,5112,5139,5140,5163,5174,5178,5187,5227,5280,5319,5522,5558,5589,5620,5691,5761,5768,5787,5823,5856,5915,5955,5988,6019,6040
79,-1.0,-1.0,-1.0,-1.0,5493.922179999999,-1.0,8093.681403999999,-1.0,7143.344074999999,-1.0,7415.362110999999,6908.930676,-1.0,3190.3397299999997,-1.0,-1.0,3300.6307799999995,3043.7605439999998,-1.0,3341.3467119999996,-1.0,-1.0,5043.857803999999,-1.0,-1.0,5024.873126999998,-1.0,4361.860280000001,-1.0,4197.460578999999,-1.0,4621.513249999999,-1.0,-1.0,-1.0,-1.0,-1.0,6084.632135999999,7746.221213,-1.0,-1.0,-1.0,5345.221653,-1.0,-1.0,-1.0,-1.0,8395.822666,4588.057037999999,4738.617438999999,4287.730845,-1.0,1662.015374,-1.0,-1.0,1662.598775,-1.0,-1.0,9398.591631000001,-1.0,8829.722964000002,5878.8163110000005,-1.0,-1.0,7600.388241,-1.0,-1.0,-1.0,-1.0,-1.0,6339.601162999999,-1.0,7837.222805999998,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6621.06713,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8076.503886999999,-1.0,-1.0,8655.645827,-1.0,-1.0,-1.0,8581.456460999998,-1.0,8816.387480999998,-1.0,-1.0,-1.0,7316.234067999998,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3639.2264349999996,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2750.606707,-1.0,1639.424901,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7907.8335959999995,-1.0,6213.620625000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
196,-1.0,-1.0,-1.0,1168.975319,-1.0,1925.9896800000001,-1.0,-1.0,-1.0,3230.4844039999994,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4527.5237750000015,-1.0,-1.0,4512.118412000002,-1.0,-1.0,3829.8902509999994,-1.0,-1.0,-1.0,2206.524817,-1.0,-1.0,-1.0,-1.0,2768.4192290000005,2932.936174000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1546.935107,-1.0,-1.0,-1.0,4689.248113999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5432.485951000003,-1.0,-1.0,7530.860461000002,-1.0,8147.940167000004,-1.0,-1.0,4818.395066000002,-1.0,-1.0,6145.330949,-1.0,6027.553873,5616.7822060000035,-1.0,-1.0,1601.3856200000002,-1.0,-1.0,3471.6754199999996,-1.0,1024.568758,-1.0,-1.0,-1.0,-1.0,-1.0,2532.7548509999992,-1.0,-1.0,-1.0,-1.0,-1.0,4771.198028999999,-1.0,4244.262099,-1.0,-1.0,3058.797813999999,-1.0,2549.992657999999,-1.0,-1.0,-1.0,7737.324126000005,7258.780811000002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4874.9246090000015,4271.050798,-1.0,-1.0,-1.0,-1.0,-1.0,5654.931488000003,-1.0,6290.444118000004,-1.0,5695.094767000002,4903.095831000002,4226.466658,-1.0,-1.0,3066.2844979999995,-1.0,-1.0,-1.0,3899.847435,6179.061465000005,6741.834358000005,-1.0,5488.774902000001
214,-1.0,-1.0,-1.0,259.251852,-1.0,1756.4952529999998,-1.0,-1.0,-1.0,2532.3000950000005,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4744.615758000001,-1.0,-1.0,5071.179061,-1.0,-1.0,4388.950899999999,-1.0,-1.0,-1.0,2765.585466000001,-1.0,-1.0,-1.0,-1.0,3327.4798780000015,3491.9968230000018,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1950.7010869999997,-1.0,-1.0,-1.0,3991.063805,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5612.315928,-1.0,-1.0,8089.921109999999,-1.0,8707.000816000002,-1.0,-1.0,5377.455714999999,-1.0,-1.0,6227.61174,-1.0,6109.834664,6175.842855000001,-1.0,-1.0,844.6639779999999,-1.0,-1.0,2510.3333230000003,-1.0,1583.629407,-1.0,-1.0,-1.0,-1.0,-1.0,1726.9119099999998,-1.0,-1.0,-1.0,-1.0,-1.0,3954.707418,-1.0,3546.0777899999994,-1.0,-1.0,2688.6950669999997,-1.0,1744.1497169999998,-1.0,-1.0,-1.0,8296.384775000004,7817.84146,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5394.231546999999,4830.111446999999,-1.0,-1.0,-1.0,-1.0,-1.0,6213.992137,-1.0,6849.504767000001,-1.0,6254.155416,5462.15648,4785.527306999999,-1.0,-1.0,2104.942401,-1.0,-1.0,-1.0,3702.812642,6696.697197999996,7127.024304999999,-1.0,5076.151476000001
231,-1.0,1168.975319,259.251852,-1.0,2108.89588,-1.0,7361.814862999999,6424.832545,2205.5238360000003,-1.0,2477.541872,2182.314579,-1.0,4427.517071,4720.751026,-1.0,4051.6607949999993,4300.862131,-1.0,3877.779752999999,-1.0,-1.0,4852.787884,5449.689990000001,-1.0,3865.495978,-1.0,-1.0,-1.0,3011.1349829999995,-1.0,5351.028273000001,3301.607349,-1.0,-1.0,3544.1771709999994,6790.989926999999,6178.647376,-1.0,8132.288456999998,2475.188427,-1.0,1862.886653,-1.0,3388.506674,-1.0,-1.0,2077.423226,4019.0858030000004,3876.7276279999996,3457.3045779999998,-1.0,-1.0,4409.008241999999,-1.0,6867.850224000001,-1.0,-1.0,8829.620396000002,-1.0,-1.0,4996.77689,-1.0,-1.0,5995.4050480000005,-1.0,-1.0,-1.0,-1.0,-1.0,5954.805608000001,-1.0,1524.098496,-1.0,-1.0,1777.587961,-1.0,-1.0,972.6980810000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2997.893527,-1.0,-1.0,-1.0,-1.0,-1.0,5055.1243,-1.0,-1.0,-1.0,8432.678841,-1.0,8910.402720999999,-1.0,-1.0,-1.0,7410.249308,-1.0,7634.370702000001,-1.0,-1.0,-1.0,-1.0,8246.6453,3550.197645999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4954.949608999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5567.981873000001,-1.0,-1.0,-1.0,-1.0,3173.6934309999997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
274,5493.922179999999,-1.0,-1.0,2108.89588,-1.0,705.9169810000001,-1.0,-1.0,-1.0,2278.724285,-1.0,-1.0,983.3330500000001,-1.0,-1.0,3087.965688999999,-1.0,-1.0,3241.291381,-1.0,3653.8903839999984,3909.6442309999993,-1.0,-1.0,3227.4160699999993,-1.0,1629.5040709999998,-1.0,1506.341931,-1.0,-1.0,-1.0,-1.0,2177.0421790000005,2323.0854059999997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1127.1204730000002,-1.0,1325.7794760000004,-1.0,3233.0741159999993,3699.631921000001,-1.0,-1.0,-1.0,-1.0,4741.630236,-1.0,-1.0,4077.9184729999997,-1.0,-1.0,6928.386279999998,-1.0,7545.465986,-1.0,-1.0,4215.920884999999,-1.0,-1.0,5800.117813,6315.280569999997,6678.883852999999,5014.308024999999,4755.168000999998,-1.0,2432.414501,-1.0,-1.0,3047.932739,-1.0,1922.971544,1763.2166210000003,-1.0,1337.035707,-1.0,1440.8398709999997,1655.9084970000001,-1.0,-1.0,-1.0,-1.0,3537.8352479999994,3819.437909999999,-1.0,2959.9112869999994,-1.0,-1.0,1333.901967,1969.0957340000002,1673.146304,-1.0,-1.0,-1.0,7134.849945000001,6656.306629999998,-1.0,-1.0,-1.0,-1.0,5518.649259999998,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5034.448094999999,-1.0,-1.0,3890.90717,3586.8995439999985,4396.699815999998,-1.0,-1.0,-1.0,-1.0,4891.387925,-1.0,5526.900554999999,-1.0,5031.1464559999995,4239.1475199999995,3562.5183469999993,3774.445981999999,-1.0,2314.500822,-1.0,1815.264413,-1.0,1954.72482,5193.372821,5623.699928000001,-1.0,3669.221512999999
297,-1.0,1925.9896800000001,1756.4952529999998,-1.0,705.9169810000001,-1.0,5894.336793999998,4957.3544759999995,2056.9964599999994,-1.0,2329.0144959999993,1822.5830609999996,-1.0,2937.439997,3160.4987530000003,-1.0,2491.4085219999997,2740.609858,-1.0,2317.5274799999993,-1.0,-1.0,3374.2126839999996,3971.114789999999,-1.0,2375.4189039999997,-1.0,-1.0,-1.0,1408.5806520000003,-1.0,3810.978942999999,1802.2792069999998,-1.0,-1.0,2058.225384,5312.414726999998,4700.072175999999,-1.0,6653.713256999997,872.6340959999999,-1.0,277.230802,-1.0,2521.9258160000004,-1.0,-1.0,3145.6529880000003,2540.5106030000006,2409.249559,1989.8265089999995,-1.0,-1.0,2848.7559689999994,-1.0,5265.295893,-1.0,-1.0,7351.045196000001,-1.0,-1.0,3529.2988210000003,-1.0,-1.0,5250.870751,-1.0,-1.0,-1.0,-1.0,-1.0,4476.230408,-1.0,2587.053128,-1.0,-1.0,600.2777229999999,-1.0,-1.0,926.280509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4268.9714570000015,-1.0,-1.0,-1.0,-1.0,-1.0,6077.979543,-1.0,-1.0,-1.0,6954.1036410000015,-1.0,7431.8275209999965,-1.0,-1.0,-1.0,5931.674107999999,-1.0,6155.795502,-1.0,-1.0,-1.0,-1.0,6768.070099999998,2082.719577,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3394.6973359999997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4027.9325429999985,-1.0,-1.0,-1.0,-1.0,3025.1660549999992,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
389,8093.681403999999,-1.0,-1.0,7361.814862999999,-1.0,5894.336793999998,-1.0,-1.0,-1.0,7947.238565999999,-1.0,-1.0,6201.710157999999,-1.0,-1.0,5292.847793,-1.0,-1.0,6159.321448999998,-1.0,5203.828437,3291.385595,-1.0,-1.0,3388.4174350000008,-1.0,4850.1614709999985,-1.0,4758.145622999999,-1.0,-1.0,-1.0,-1.0,4299.551506000001,4286.847981000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5732.686930999999,-1.0,5669.175724,-1.0,9028.451382,8761.612815000004,-1.0,-1.0,-1.0,-1.0,7659.660304000003,-1.0,-1.0,7351.812864999999,-1.0,-1.0,3739.9643929999997,-1.0,4170.1235209999995,-1.0,-1.0,2813.8600310000006,-1.0,-1.0,4023.1832800000007,3728.3776500000004,3905.406204000001,2057.484375,3157.8817300000005,-1.0,7794.225163999999,-1.0,-1.0,8716.447019999998,-1.0,5931.711764999999,5625.398204000001,-1.0,7005.549987999999,-1.0,7109.354151999998,7324.422777999999,-1.0,-1.0,-1.0,-1.0,9333.212513999999,9487.952190999997,-1.0,8755.288552999999,-1.0,-1.0,7129.279233,7764.472999999999,7341.6605850000005,-1.0,-1.0,-1.0,5386.581429999999,5992.426285999999,-1.0,-1.0,-1.0,-1.0,6081.829805000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6326.529256000001,-1.0,-1.0,5839.696498999999,5704.330695,6125.0152689999995,-1.0,-1.0,-1.0,-1.0,6619.703377999999,-1.0,7255.2160079999985,-1.0,5866.866841,5531.228681,5112.4564,5324.384035,-1.0,7983.015103000001,-1.0,4950.95003,-1.0,6782.859130999998,7494.719903,8223.459152,-1.0,8497.355823999998
399,-1.0,-1.0,-1.0,6424.832545,-1.0,4957.3544759999995,-1.0,-1.0,-1.0,7010.256248000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5222.339131,-1.0,-1.0,3042.548552,-1.0,-1.0,2550.6187190000005,-1.0,-1.0,-1.0,3821.163305,-1.0,-1.0,-1.0,-1.0,3362.5691880000004,3349.8656630000005,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4795.704613000001,-1.0,-1.0,-1.0,8091.469064,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6414.8305470000005,-1.0,-1.0,3827.5487089999997,-1.0,4313.571785,-1.0,-1.0,1976.0613150000001,-1.0,-1.0,3318.563688,-1.0,3200.7866120000003,1278.8350779999998,-1.0,-1.0,6857.242846,-1.0,-1.0,7779.464701999999,-1.0,4994.729447,-1.0,-1.0,-1.0,-1.0,-1.0,6387.440460000001,-1.0,-1.0,-1.0,-1.0,-1.0,8550.969872999996,-1.0,7818.306234999999,-1.0,-1.0,6192.296915000001,-1.0,6404.678267000001,-1.0,-1.0,-1.0,4699.764958000001,5456.866589,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5476.455605,4932.394492,-1.0,-1.0,-1.0,-1.0,-1.0,6256.462483999999,-1.0,6891.975114000001,-1.0,5618.029798000001,5167.987787,4491.358614,-1.0,-1.0,7046.032785000001,-1.0,-1.0,-1.0,5845.876812999999,6873.876821000002,7436.649714000003,-1.0,7560.373506
519,7143.344074999999,-1.0,-1.0,2205.5238360000003,-1.0,2056.9964599999994,-1.0,-1.0,-1.0,1053.63627,-1.0,-1.0,2530.559314,-1.0,-1.0,4557.908945,-1.0,-1.0,4890.7132759999995,-1.0,5123.83364,5379.587487,-1.0,-1.0,4697.359325999999,-1.0,3099.4473270000003,-1.0,2976.2851869999995,-1.0,-1.0,-1.0,-1.0,3646.9854349999996,3793.0286619999997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2597.0637290000004,-1.0,2795.7227320000006,-1.0,2067.638866,3236.5882270000006,-1.0,-1.0,-1.0,-1.0,6391.052131,-1.0,-1.0,5674.734999,-1.0,-1.0,8398.329535999997,-1.0,9015.409242,-1.0,-1.0,5685.864140999999,-1.0,-1.0,7270.061068999999,7785.2238259999995,8050.277089,6484.251280999999,6225.1112570000005,-1.0,2228.4714170000007,-1.0,-1.0,1419.2964049999998,-1.0,3257.2739709999996,3233.1598770000005,-1.0,1094.310011,-1.0,976.9710239999999,808.4977410000001,-1.0,-1.0,-1.0,-1.0,2695.729038,2074.5649729999996,-1.0,1622.6528509999998,-1.0,-1.0,1592.635213,957.441446,825.7355480000001,-1.0,-1.0,-1.0,8604.793201000002,8126.249885999998,-1.0,-1.0,-1.0,-1.0,6988.592516000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6504.391350999999,-1.0,-1.0,5540.329064999999,5056.8427999999985,5946.035381,-1.0,-1.0,-1.0,-1.0,6440.723489999999,-1.0,7076.23612,-1.0,6501.089711999999,5709.090775999999,5032.461602999999,5244.389238,-1.0,973.9465230000001,-1.0,3285.207669000001,-1.0,2900.7585560000007,6842.794716,7273.121823000001,-1.0,3439.9387400000005
521,-1.0,3230.4844039999994,2532.3000950000005,-1.0,2278.724285,-1.0,7947.238565999999,7010.256248000001,1053.63627,-1.0,1101.0413720000001,1119.671561,-1.0,3695.024099,4409.132904000001,-1.0,4544.310294,4587.642709000001,-1.0,4370.429251999999,-1.0,-1.0,5427.114456,6024.016562000001,-1.0,2165.0599389999998,-1.0,-1.0,-1.0,3067.381538,-1.0,5863.880715,3855.1809789999993,-1.0,-1.0,4111.127155999999,7365.316498999999,6752.973948,-1.0,8706.615028999999,2910.1474979999994,-1.0,2648.154614,-1.0,1128.012111,-1.0,-1.0,3218.446784,4593.412375,4462.151331,4042.728281,-1.0,-1.0,4352.705623000001,-1.0,6485.626598,-1.0,-1.0,9403.946968000002,-1.0,-1.0,5582.2005930000005,-1.0,-1.0,7303.7725230000015,-1.0,-1.0,-1.0,-1.0,-1.0,6529.1321800000005,-1.0,2659.846924,-1.0,-1.0,2971.2015349999997,-1.0,-1.0,2113.199134,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4642.2878740000015,-1.0,-1.0,-1.0,-1.0,-1.0,7382.474267,-1.0,-1.0,-1.0,9007.005413,-1.0,9484.729292999999,-1.0,-1.0,-1.0,7984.57588,-1.0,8208.697274,-1.0,-1.0,-1.0,-1.0,8820.971871999998,4135.621349,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4818.413765,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5753.864015000001,-1.0,-1.0,-1.0,-1.0,1456.392105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
